Date,Close,Volume,Dividends
2015-04-16,30.0,19763300,0.0
2015-04-17,27.579999923706055,3965500,0.0
2015-04-20,24.899999618530273,3076200,0.0
2015-04-21,25.75,2184700,0.0
2015-04-22,25.1200008392334,1442500,0.0
2015-04-23,25.6200008392334,1298100,0.0
2015-04-24,25.579999923706055,532800,0.0
2015-04-27,25.899999618530273,731300,0.0
2015-04-28,24.489999771118164,954100,0.0
2015-04-29,22.420000076293945,1674500,0.0
2015-04-30,22.239999771118164,1221500,0.0
2015-05-01,21.75,687300,0.0
2015-05-04,23.239999771118164,648600,0.0
2015-05-05,24.149999618530273,1064700,0.0
2015-05-06,23.399999618530273,1290700,0.0
2015-05-07,23.690000534057617,616600,0.0
2015-05-08,22.709999084472656,784000,0.0
2015-05-11,20.850000381469727,2115100,0.0
2015-05-12,20.56999969482422,1140300,0.0
2015-05-13,19.829999923706055,1536000,0.0
2015-05-14,20.600000381469727,1043600,0.0
2015-05-15,20.049999237060547,1177100,0.0
2015-05-18,20.559999465942383,1211100,0.0
2015-05-19,21.0,2015100,0.0
2015-05-20,17.200000762939453,11105200,0.0
2015-05-21,17.510000228881836,2318100,0.0
2015-05-22,17.170000076293945,2012100,0.0
2015-05-26,17.09000015258789,1797400,0.0
2015-05-27,17.059999465942383,878600,0.0
2015-05-28,17.040000915527344,489100,0.0
2015-05-29,16.760000228881836,940400,0.0
2015-06-01,16.049999237060547,858400,0.0
2015-06-02,15.859999656677246,763000,0.0
2015-06-03,15.319999694824219,1432900,0.0
2015-06-04,15.069999694824219,808000,0.0
2015-06-05,15.029999732971191,712400,0.0
2015-06-08,14.859999656677246,500400,0.0
2015-06-09,15.989999771118164,2273800,0.0
2015-06-10,16.780000686645508,3384300,0.0
2015-06-11,16.860000610351562,1418000,0.0
2015-06-12,16.639999389648438,747300,0.0
2015-06-15,16.31999969482422,1088400,0.0
2015-06-16,16.290000915527344,767500,0.0
2015-06-17,15.770000457763672,1427400,0.0
2015-06-18,15.329999923706055,1386600,0.0
2015-06-19,14.3100004196167,2590300,0.0
2015-06-22,14.420000076293945,1536400,0.0
2015-06-23,14.34000015258789,916600,0.0
2015-06-24,14.390000343322754,841800,0.0
2015-06-25,14.899999618530273,873800,0.0
2015-06-26,14.25,4215900,0.0
2015-06-29,14.229999542236328,1251400,0.0
2015-06-30,14.050000190734863,1508100,0.0
2015-07-01,14.010000228881836,1764900,0.0
2015-07-02,13.270000457763672,1977500,0.0
2015-07-06,13.399999618530273,1435000,0.0
2015-07-07,13.319999694824219,1030700,0.0
2015-07-08,14.550000190734863,961000,0.0
2015-07-09,16.200000762939453,1936500,0.0
2015-07-10,16.530000686645508,1260300,0.0
2015-07-13,16.030000686645508,715300,0.0
2015-07-14,16.510000228881836,519800,0.0
2015-07-15,16.81999969482422,1070600,0.0
2015-07-16,16.829999923706055,988000,0.0
2015-07-17,21.979999542236328,11961100,0.0
2015-07-20,19.559999465942383,3561300,0.0
2015-07-21,18.979999542236328,1733600,0.0
2015-07-22,18.450000762939453,869300,0.0
2015-07-23,18.440000534057617,1156300,0.0
2015-07-24,19.309999465942383,1292100,0.0
2015-07-27,18.299999237060547,645500,0.0
2015-07-28,18.649999618530273,955000,0.0
2015-07-29,18.979999542236328,874700,0.0
2015-07-30,21.200000762939453,2323700,0.0
2015-07-31,20.84000015258789,1922600,0.0
2015-08-03,20.5,1829700,0.0
2015-08-04,19.229999542236328,3028600,0.0
2015-08-05,13.779999732971191,4141900,0.0
2015-08-06,13.59000015258789,2053600,0.0
2015-08-07,13.4399995803833,1105000,0.0
2015-08-10,14.289999961853027,679500,0.0
2015-08-11,16.010000228881836,1200900,0.0
2015-08-12,16.8799991607666,2096400,0.0
2015-08-13,16.989999771118164,1288500,0.0
2015-08-14,17.079999923706055,1143200,0.0
2015-08-17,17.350000381469727,1132300,0.0
2015-08-18,15.859999656677246,793400,0.0
2015-08-19,14.979999542236328,844600,0.0
2015-08-20,14.25,853900,0.0
2015-08-21,13.460000038146973,1223600,0.0
2015-08-24,12.930000305175781,1002000,0.0
2015-08-25,12.869999885559082,638500,0.0
2015-08-26,13.039999961853027,580900,0.0
2015-08-27,14.289999961853027,838200,0.0
2015-08-28,14.819999694824219,661500,0.0
2015-08-31,14.329999923706055,782900,0.0
2015-09-01,14.0600004196167,440700,0.0
2015-09-02,14.350000381469727,431400,0.0
2015-09-03,14.020000457763672,398400,0.0
2015-09-04,14.210000038146973,297800,0.0
2015-09-08,14.359999656677246,252400,0.0
2015-09-09,13.989999771118164,516800,0.0
2015-09-10,14.229999542236328,336400,0.0
2015-09-11,14.3100004196167,270300,0.0
2015-09-14,14.380000114440918,209400,0.0
2015-09-15,14.600000381469727,190000,0.0
2015-09-16,14.390000343322754,207300,0.0
2015-09-17,15.609999656677246,643500,0.0
2015-09-18,15.399999618530273,617200,0.0
2015-09-21,15.899999618530273,896700,0.0
2015-09-22,15.180000305175781,393400,0.0
2015-09-23,14.609999656677246,341400,0.0
2015-09-24,14.979999542236328,243800,0.0
2015-09-25,14.109999656677246,425100,0.0
2015-09-28,13.880000114440918,591600,0.0
2015-09-29,13.819999694824219,539600,0.0
2015-09-30,13.6899995803833,500800,0.0
2015-10-01,14.149999618530273,315900,0.0
2015-10-02,14.319999694824219,394200,0.0
2015-10-05,14.65999984741211,261400,0.0
2015-10-06,14.069999694824219,383900,0.0
2015-10-07,14.180000305175781,298700,0.0
2015-10-08,13.569999694824219,902400,0.0
2015-10-09,13.859999656677246,289500,0.0
2015-10-12,12.3100004196167,612700,0.0
2015-10-13,11.600000381469727,1466500,0.0
2015-10-14,10.989999771118164,1091100,0.0
2015-10-15,11.029999732971191,2086600,0.0
2015-10-16,10.989999771118164,1187100,0.0
2015-10-19,10.9399995803833,1050300,0.0
2015-10-20,11.34000015258789,2070000,0.0
2015-10-21,10.680000305175781,1023300,0.0
2015-10-22,11.390000343322754,660100,0.0
2015-10-23,11.180000305175781,588500,0.0
2015-10-26,11.270000457763672,704300,0.0
2015-10-27,10.979999542236328,1157200,0.0
2015-10-28,11.09000015258789,786300,0.0
2015-10-29,10.90999984741211,748100,0.0
2015-10-30,10.899999618530273,370900,0.0
2015-11-02,10.6899995803833,1359200,0.0
2015-11-03,11.029999732971191,2049800,0.0
2015-11-04,9.970000267028809,2373300,0.0
2015-11-05,9.960000038146973,695500,0.0
2015-11-06,9.210000038146973,2185300,0.0
2015-11-09,8.800000190734863,982600,0.0
2015-11-10,8.489999771118164,4039700,0.0
2015-11-11,8.960000038146973,1558100,0.0
2015-11-12,8.9399995803833,1016800,0.0
2015-11-13,8.6899995803833,846000,0.0
2015-11-16,8.779999732971191,642000,0.0
2015-11-17,8.8100004196167,439900,0.0
2015-11-18,8.720000267028809,565600,0.0
2015-11-19,8.720000267028809,562700,0.0
2015-11-20,8.470000267028809,826300,0.0
2015-11-23,8.899999618530273,644400,0.0
2015-11-24,8.90999984741211,574000,0.0
2015-11-25,9.239999771118164,667300,0.0
2015-11-27,9.289999961853027,259400,0.0
2015-11-30,9.3100004196167,1203200,0.0
2015-12-01,9.279999732971191,491100,0.0
2015-12-02,9.229999542236328,452800,0.0
2015-12-03,9.199999809265137,602900,0.0
2015-12-04,9.270000457763672,914200,0.0
2015-12-07,9.470000267028809,1443500,0.0
2015-12-08,9.510000228881836,1567500,0.0
2015-12-09,9.430000305175781,1356500,0.0
2015-12-10,9.239999771118164,687300,0.0
2015-12-11,8.859999656677246,950000,0.0
2015-12-14,9.029999732971191,747700,0.0
2015-12-15,9.510000228881836,2131600,0.0
2015-12-16,9.789999961853027,1273000,0.0
2015-12-17,9.59000015258789,706400,0.0
2015-12-18,8.619999885559082,2215100,0.0
2015-12-21,8.710000038146973,658300,0.0
2015-12-22,8.779999732971191,1003500,0.0
2015-12-23,8.84000015258789,705700,0.0
2015-12-24,8.920000076293945,335400,0.0
2015-12-28,8.520000457763672,1065100,0.0
2015-12-29,8.510000228881836,792800,0.0
2015-12-30,8.479999542236328,813600,0.0
2015-12-31,8.260000228881836,1213000,0.0
2016-01-04,8.239999771118164,1063700,0.0
2016-01-05,8.510000228881836,698500,0.0
2016-01-06,8.800000190734863,939300,0.0
2016-01-07,8.670000076293945,1167700,0.0
2016-01-08,8.380000114440918,785800,0.0
2016-01-11,7.440000057220459,1964900,0.0
2016-01-12,7.349999904632568,1698400,0.0
2016-01-13,6.989999771118164,1185300,0.0
2016-01-14,7.070000171661377,1943900,0.0
2016-01-15,7.0,798800,0.0
2016-01-19,6.650000095367432,1425900,0.0
2016-01-20,6.880000114440918,1631800,0.0
2016-01-21,6.989999771118164,1167300,0.0
2016-01-22,7.420000076293945,888300,0.0
2016-01-25,7.25,807200,0.0
2016-01-26,7.380000114440918,434500,0.0
2016-01-27,7.300000190734863,484900,0.0
2016-01-28,7.489999771118164,1355300,0.0
2016-01-29,7.760000228881836,1190000,0.0
2016-02-01,7.550000190734863,840400,0.0
2016-02-02,7.119999885559082,1739000,0.0
2016-02-03,7.320000171661377,954700,0.0
2016-02-04,7.480000019073486,748300,0.0
2016-02-05,7.03000020980835,1125100,0.0
2016-02-08,6.71999979019165,1052500,0.0
2016-02-09,6.360000133514404,900900,0.0
2016-02-10,6.71999979019165,863400,0.0
2016-02-11,6.730000019073486,527900,0.0
2016-02-12,6.900000095367432,601300,0.0
2016-02-16,7.489999771118164,2044200,0.0
2016-02-17,8.039999961853027,4621800,0.0
2016-02-18,7.800000190734863,1177200,0.0
2016-02-19,7.929999828338623,1064100,0.0
2016-02-22,7.949999809265137,1018900,0.0
2016-02-23,7.389999866485596,3893200,0.0
2016-02-24,7.900000095367432,8775600,0.0
2016-02-25,7.900000095367432,3543400,0.0
2016-02-26,7.650000095367432,2888000,0.0
2016-02-29,7.940000057220459,3462700,0.0
2016-03-01,8.359999656677246,3106900,0.0
2016-03-02,8.920000076293945,2596100,0.0
2016-03-03,8.890000343322754,1862800,0.0
2016-03-04,8.819999694824219,1652800,0.0
2016-03-07,8.9399995803833,1502800,0.0
2016-03-08,8.680000305175781,1198700,0.0
2016-03-09,8.739999771118164,1086600,0.0
2016-03-10,9.0600004196167,1719900,0.0
2016-03-11,9.270000457763672,1426500,0.0
2016-03-14,9.050000190734863,1185600,0.0
2016-03-15,9.170000076293945,1523100,0.0
2016-03-16,9.15999984741211,713900,0.0
2016-03-17,9.270000457763672,708500,0.0
2016-03-18,9.229999542236328,1564400,0.0
2016-03-21,9.0600004196167,1170200,0.0
2016-03-22,9.149999618530273,687000,0.0
2016-03-23,8.869999885559082,1409100,0.0
2016-03-24,8.850000381469727,1127800,0.0
2016-03-28,8.699999809265137,1004000,0.0
2016-03-29,8.75,847100,0.0
2016-03-30,8.90999984741211,829000,0.0
2016-03-31,8.699999809265137,683400,0.0
2016-04-01,8.670000076293945,1078600,0.0
2016-04-04,8.710000038146973,821900,0.0
2016-04-05,8.319999694824219,1060200,0.0
2016-04-06,8.479999542236328,736900,0.0
2016-04-07,8.380000114440918,807200,0.0
2016-04-08,8.260000228881836,958000,0.0
2016-04-11,8.050000190734863,3454600,0.0
2016-04-12,8.25,1968800,0.0
2016-04-13,8.489999771118164,1924400,0.0
2016-04-14,8.460000038146973,943100,0.0
